Id,Company_Name,Level,Parent,Partner_Type,Source,Industry_csimarket,NAICS_code,NAICS_code_2_digit
C3051,Ksw Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3052,Landauer Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3053,Kubota Corp,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C3054,Kulicke and Soffa Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3055,Bcb Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3056,Kvh Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3057,Kyocera Corp,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3058,"L3 Technologies, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C3059,L3harris Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3060,La z boy Incorporated,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C3061,Lake Area Corn Processors Llc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3062,Lake Shore Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3063,Lake Sunapee Bank Group,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3064,"Lake Victoria Mining Company, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3065,Lakeland Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3066,Lakeland Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3067,Lam Research Corporation,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3068,Lamb Weston Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3069,Lancaster Colony Corporation,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3070,Magellan Gold Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3071,Magnachip Semiconductor Corp,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3072,Kb Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3073,Middlefield Banc Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3074,Micron Technology Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3075,Micronetics Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3076,Microsemi Corp,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3077,Microvision Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3078,Microwave Filter Co Inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3079,Mid Penn Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3080,Mid southern Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3081,Middleburg Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3082,Midland States Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3083,Mercury General Corporation,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3084,Midsouth Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3085,Midway Gold Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3086,Midwestone Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3087,Milacron Holdings Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3088,Millennial Media Inc.,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3089,Miller Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C3090,Banco Bbva Argentina S a,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3091,"Minden Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3092,Microelectronics Technology Co,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3093,Microchip Technology Incorporated,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3094,Mi Homes Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3095,Mgic Investment Corp,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3096,Meritage Homes Corp,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3097,Meritor Inc,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C3098,Meru Networks Inc,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C3099,Mesa Laboratories Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3100,Mesabi Trust,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3101,Meta Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3102,"Meta Gold, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3103,Metaldyne Performance Group Inc.,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C3104,Metalico Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3105,Metalink Ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3106,Banco Santander brasil S a,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3107,Methanex Corp,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3108,Methes Energies International Ltd,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3109,"Metro Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3110,Metropolitan Bank Holding Corp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3111,Metwood Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3112,Mfc Bancorp Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3113,Bancfirst Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3114,Minerals Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3115,Mines Management Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3116,Momentive Performance Materials Inc.,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3117,Monarch Cement Co,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3118,"Monarch Financial Holdings, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3119,Monarchy Ventures Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3120,Baker Hughes Holdings Llc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3121,Mondel z International Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3122,Badger Meter Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3123,Monolithic Power Systems Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3124,Monro inc,T1,Caterpillar Inc,Supplier,csimarket,Automotive Aftermarket,8111,81
C3125,Monsanto Co,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3126,Babcock & Wilcox Co,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3127,Babcock and Wilcox Enterprises Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3128,Moog Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3129,Bab Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3130,Mosaic Co,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3131,Mosys Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3132,Motorcar Parts America Inc,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C3133,B2gold Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3134,Monaker Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3135,Moller International Inc,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C3136,Banc Of California Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3137,Mohawk Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C3138,Balqon Corp.,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C3139,Mitel Networks Corp,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3140,Ballantyne Strong Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3141,Balincan International Inc.,T1,Caterpillar Inc,Supplier,csimarket,Automotive Aftermarket,8111,81
C3142,Mitsubishi Ufj Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3143,Mitu Resources Inc.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3144,Balchem Corporation,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3145,Mizuho Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3146,"Mk Automotive, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Automotive Aftermarket,8111,81
C3147,Mks Instruments Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3148,Mobile Lads Corp,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3149,Mobile Star Corp,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3150,Mobiquity Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3151,Mobivity Holdings Corp,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3152,Mocon Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3153,Balaton Power Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3154,Mohawk Group Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Conglomerates,541214,54
C3155,Meridian Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3156,Merchants Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3157,Magyar Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3158,Bank First Corp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3159,Marathon Patent Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Conglomerates,541214,54
C3160,Marathon Petroleum Corporation,T1,Caterpillar Inc,Supplier,csimarket,Oil & Gas Integrated Operations,2111,21
C3161,Marin Software Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3162,Markel Corporation,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3163,Marketing Worldwide Corp,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C3164,Marrone Bio Innovations Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3165,Martin Marietta Materials Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3166,Bank Mutual Corp,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3167,Marvell Technology Group Ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3168,Mercer International Inc,T1,Caterpillar Inc,Supplier,csimarket,Paper & Paper Products,322,32
C3169,Banctrust Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3170,Mastec Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3171,"Master Silicon Carbide Industries, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3172,Material Sciences Corp,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C3173,Materion Corporation,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3174,Matrix Service Co,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3175,Matthews International Corp,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3176,Mattmar Minerals Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3177,Bankfinancial Corp,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3178,Manthey Redmond Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3179,Bankguam Holding Co,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3180,Mannatech Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3181,Bar Harbor Bankshares,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3182,Bantec Inc,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C3183,Maiden Holdings Ltd,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3184,Mainsource Financial Group,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3185,Mainstreet Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3186,Mainstreet Bankshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3187,"Banny Cosmic International Holdings, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3188,Banner Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3189,Bankwell Financial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3190,Bankunited inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3191,Makita Corporation,T1,Caterpillar Inc,Supplier,csimarket,Appliance & Tool,3352,33
C3192,Makkanotti Group Corp.,T1,Caterpillar Inc,Supplier,csimarket,Chemicals - Plastics & Rubber,326,32
C3193,Malvern Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3194,Mamamancinis Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3195,"Management Network Group, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C3196,"Manasota Group, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3197,Manitex International Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3198,Mattson Technology Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3199,Maverick Minerals Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3200,Maxar Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3201,Mead Johnson Nutrition Co,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3202,Mechel Oao,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C3203,Mecklermedia Corporation,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3204,Median Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3205,Medifast Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3206,"MEDIMMUNE, INC.",T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C3207,Mediwound Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3208,Medixall Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Railroads,482111,48
C3209,Medtainer Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemicals - Plastics & Rubber,326,32
C3210,Meet Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3211,"Meetinghouse Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3212,Mellanox Technologies ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3213,Mellon Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C3214,"Melrose Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3215,Bancorp 34 Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3216,Bancolombia Sa,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3217,Mer Telemanagement Solutions Ltd,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C3218,Mercantile Bank Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3219,"Bancorp Of New Jersey, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3220,Mdu Resources Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3221,Maxim Integrated Products Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3222,Mdu Communications International Inc,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C3223,Maxlinear Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3224,"Maxpoint Interactive, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3225,Maxwell Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3226,Mayflower Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3227,MAYTAG CORPORATION,T1,Caterpillar Inc,Supplier,csimarket,Appliance & Tool,3352,33
C3228,Mayville Engineering Company Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3229,Mb Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3230,Mb Financial Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3231,Mbia Inc,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3232,Mbt Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3233,"MCAFEE, INC.",T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C3234,Mccormick and Co Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3235,Mccormick & Co Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3236,Mcewen Mining Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3237,Bancorpsouth Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3238,Mdc Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3239,Mdc Partners Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3240,Kb Home,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3241,Katy Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3242,Gopher Protocol Inc.,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3243,Highlands Bankshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3244,Bonso Electronics International Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3245,Hexcel Corporation,T1,Caterpillar Inc,Supplier,csimarket,Chemicals - Plastics & Rubber,326,32
C3246,Hexion Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemicals - Plastics & Rubber,326,32
C3247,Hf Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3248,Hg Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C3249,Hi crush Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3250,"Highcom Global Security, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3251,"Highlands Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3252,"Highpower International, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3253,Hcell Energy Corp,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C3254,Highway Holdings Ltd,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3255,Hill International inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3256,Hillenbrand inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C3257,Hills Bancorporation,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3258,Bol Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3259,Hillshire Brands Company,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3260,Hilltop Holdings inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3261,Himax Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C3262,Hess Corporation,T1,Caterpillar Inc,Supplier,csimarket,Oil & Gas Integrated Operations,2111,21
C3263,Hershey Co,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3264,Heron Lake Bioenergy Llc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3265,Heritage Oaks Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3266,Hcsb Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C3267,Hdfc Bank Limited,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3268,Headwaters Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3269,Heartland Financial Usa Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3270,Bos Better Online Solutions Ltd,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C3271,"Hebron Technology Co., Ltd",T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3272,Hecla Mining Co,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3273,Boqi International Medical Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3274,"Boomerang Systems, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C3275,Heico Corporation,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C3276,Helen Of Troy Limited,T1,Caterpillar Inc,Supplier,csimarket,Conglomerates,541214,54
C3277,Helios Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3278,HERCULES INCORPORATED,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C3279,Heritage Commerce Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3280,Heritage Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3281,Heritage Insurance Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3282,Heritage Nola Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3283,Bok Financial Corp Et Al,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3284,Hmn Financial Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3285,Bogota Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3286,Horizon Global Corp,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C3287,Hormel Foods Corporation,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3288,Horrison Resources Inc.,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C3289,Horsehead Holding Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3290,Horton D R Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3291,Hostess Brands inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C3292,Houston Wire and Cable Co,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C3293,Hovnanian Enterprises Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C3294,Howard Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3295,Howmet Aerospace Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C3296,Hqda Elderly Life Network Corp.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3297,Hs3 Technologies Inc.,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C3298,Bnc Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3299,Hsbc Finance Corp,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3300,Hsbc Holdings Plc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C3301,Hsbc Usa Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3302,Huahui Education Group Ltd,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C3303,"Huayue Electronics, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C3304,Horizon Minerals Corp.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C3305,Horizon Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3306,Boeing Co,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C3307,Horace Mann Educators Corporation,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C3308,Boatim Inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C3309,Hollysys Automation Technologies Ltd,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C3310,Hollywood Media Corp,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C3311,Bnsf Railway Co,T1,Caterpillar Inc,Supplier,csimarket,Railroads,482111,48
C3312,Home Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C3313,Home Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C3314,Home Federal Bancorp Inc Of Louisiana,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
